,PC1,PC2,center 
4906,211076.0,350135.0,center0
4907,206539.0,353731.0,center0
4908,206307.0,348438.0,center0
4909,207763.0,349760.0,center0
4910,207896.0,344608.0,center0
4911,208033.0,350389.0,center0
4912,215251.0,350779.0,center0
4913,212050.0,348169.0,center0
4914,214289.0,351594.0,center0
4915,201528.0,348251.0,center0
4916,209125.0,349058.0,center0
4917,209526.0,346399.0,center0
4918,208979.0,352658.0,center0
4919,215213.0,347619.0,center0
4920,208364.0,350176.0,center0
4921,207438.0,350118.0,center0
4922,211006.0,352361.0,center0
4923,206063.0,351932.0,center0
4924,215146.0,346250.0,center0
4925,213193.0,354380.0,center0
4926,217370.0,352541.0,center0
4927,211753.0,347188.0,center0
4928,210647.0,346951.0,center0
4929,213917.0,349103.0,center0
4930,210428.0,348357.0,center0
4931,209938.0,353032.0,center0
4932,207015.0,352907.0,center0
4933,207552.0,350420.0,center0
4934,209883.0,353218.0,center0
4935,212093.0,350555.0,center0
4936,213094.0,354483.0,center0
4937,207929.0,353627.0,center0
4938,208505.0,345859.0,center0
4939,207204.0,352352.0,center0
4940,206052.0,350763.0,center0
4941,210925.0,349401.0,center0
4942,209056.0,352551.0,center0
4943,214225.0,349006.0,center0
4944,208636.0,348083.0,center0
4945,212764.0,352059.0,center0
4946,208382.0,349505.0,center0
4947,211428.0,350444.0,center0
4948,213891.0,353999.0,center0
4949,209413.0,348382.0,center0
4950,210688.0,350829.0,center0
4951,201673.0,351583.0,center0
4952,208509.0,346184.0,center0
4953,210632.0,350387.0,center0
4954,210349.0,349501.0,center0
4955,215256.0,351964.0,center0
4956,211077.0,350932.0,center0
4957,209995.0,350091.0,center0
4958,211651.0,347581.0,center0
4959,205912.0,352497.0,center0
4960,208521.0,354549.0,center0
4961,211570.0,351706.0,center0
4962,209263.0,352586.0,center0
4963,202430.0,349395.0,center0
4964,212287.0,348988.0,center0
4965,205673.0,350136.0,center0
4966,206007.0,344715.0,center0
4967,211346.0,355355.0,center0
4968,209232.0,352851.0,center0
4969,207535.0,343987.0,center0
4970,205005.0,345370.0,center0
4971,208032.0,351614.0,center0
4972,203083.0,348802.0,center0
4973,211122.0,350016.0,center0
4974,209762.0,344935.0,center0
4975,205871.0,349982.0,center0
4976,209376.0,350506.0,center0
4977,219288.0,352927.0,center0
4978,210706.0,345437.0,center0
4979,211260.0,353336.0,center0
4980,215092.0,347169.0,center0
4981,211221.0,350313.0,center0
4982,210031.0,354765.0,center0
4983,210229.0,354206.0,center0
4984,211009.0,351322.0,center0
4985,213386.0,353680.0,center0
4986,210951.0,346469.0,center0
4987,213707.0,352964.0,center0
4988,209654.0,352840.0,center0
4989,212616.0,347023.0,center0
4990,208356.0,350273.0,center0
4991,212698.0,359263.0,center0
4992,206284.0,352655.0,center0
4993,208563.0,353773.0,center0
4994,208400.0,351750.0,center0
4995,215704.0,346927.0,center0
4996,206797.0,343705.0,center0
4997,206078.0,349355.0,center0
4998,210843.0,346888.0,center0
4999,206181.0,345073.0,center0
5000,206679.0,349232.0,center0
5001,211482.0,351508.0,center0
5002,210895.0,357178.0,center0
5003,214241.0,348978.0,center0
5004,211204.0,350405.0,center0
5005,214539.0,358660.0,center0
5006,212529.0,346989.0,center0
5007,215150.0,351311.0,center0
5008,210408.0,349202.0,center0
5009,203407.0,353486.0,center0
5010,207954.0,350147.0,center0
5011,209204.0,353921.0,center0
5012,210602.0,351356.0,center0
5013,208522.0,352237.0,center0
5014,211678.0,344906.0,center0
5015,210774.0,347770.0,center0
5016,216155.0,346452.0,center0
5017,205962.0,344840.0,center0
5018,210024.0,352870.0,center0
5019,208851.0,353170.0,center0
5020,214006.0,349969.0,center0
5021,211701.0,347054.0,center0
5022,212551.0,353541.0,center0
5023,209647.0,355706.0,center0
5024,212887.0,352502.0,center0
5025,214821.0,347895.0,center0
5026,207811.0,348367.0,center0
5027,207146.0,351927.0,center0
5028,210223.0,350218.0,center0
5029,207823.0,353012.0,center0
5030,213892.0,347300.0,center0
5031,209132.0,354747.0,center0
5032,206510.0,348745.0,center0
5033,210257.0,347788.0,center0
5034,207515.0,346055.0,center0
5035,205372.0,352230.0,center0
5036,211255.0,349068.0,center0
5037,208216.0,348959.0,center0
5038,211196.0,348932.0,center0
5039,213701.0,347099.0,center0
5040,209855.0,347757.0,center0
5041,207992.0,349424.0,center0
5042,211048.0,356931.0,center0
5043,212790.0,349094.0,center0
5044,211324.0,352645.0,center0
5045,209872.0,347023.0,center0
5046,209778.0,352725.0,center0
5047,206791.0,352498.0,center0
5048,209577.0,352209.0,center0
5049,209871.0,351156.0,center0
5050,211906.0,344448.0,center0
5051,212474.0,349802.0,center0
5052,210679.0,351960.0,center0
5053,207439.0,344051.0,center0
5054,205619.0,348244.0,center0
5055,210287.0,353797.0,center0
5056,209323.0,350039.0,center0
5057,210477.0,354315.0,center0
5058,202552.0,348191.0,center0
5059,211961.0,354094.0,center0
5060,210982.0,350601.0,center0
5061,209713.0,352105.0,center0
5062,208745.0,345338.0,center0
5063,211881.0,345533.0,center0
5064,210696.0,351606.0,center0
5065,207734.0,348645.0,center0
5066,210037.0,344261.0,center0
5067,206980.0,348272.0,center0
5068,207539.0,348635.0,center0
5069,214834.0,347794.0,center0
5070,204092.0,345486.0,center0
5071,206139.0,350312.0,center0
5072,218381.0,351894.0,center0
5073,210300.0,347505.0,center0
5074,211253.0,354290.0,center0
5075,214293.0,348896.0,center0
5076,203862.0,343154.0,center0
5077,215567.0,350629.0,center0
5078,213353.0,352895.0,center0
5079,206690.0,343699.0,center0
5080,209140.0,355821.0,center0
5081,211381.0,349224.0,center0
5082,207262.0,347137.0,center0
5083,207976.0,350690.0,center0
5084,208358.0,348138.0,center0
5085,209530.0,352941.0,center0
5086,207942.0,353972.0,center0
5087,211896.0,351566.0,center0
5088,210298.0,350012.0,center0
5089,214368.0,345077.0,center0
5090,207613.0,347358.0,center0
5091,213060.0,350375.0,center0
5092,211704.0,343883.0,center0
5093,212034.0,346887.0,center0
5094,209712.0,350442.0,center0
5095,209739.0,346098.0,center0
5096,205778.0,347151.0,center0
5097,213710.0,351319.0,center0
5098,209399.0,350536.0,center0
5099,211251.0,350498.0,center0
5100,212355.0,357916.0,center0
5101,209207.0,352031.0,center0
5102,210523.0,347914.0,center0
5103,208623.0,350015.0,center0
5104,213702.0,354022.0,center0
5105,207125.0,355404.0,center0
5106,214116.0,352566.0,center0
5107,213293.0,347881.0,center0
5108,214665.0,352624.0,center0
5109,210907.0,351879.0,center0
5110,214573.0,352110.0,center0
5111,209810.0,349812.0,center0
5112,209499.0,349264.0,center0
5113,208657.0,350171.0,center0
5114,211438.0,348260.0,center0
5115,208688.0,351739.0,center0
5116,209815.0,349822.0,center0
5117,209199.0,354110.0,center0
5118,209326.0,352279.0,center0
5119,203274.0,350040.0,center0
5120,209255.0,354115.0,center0
5121,204598.0,352192.0,center0
5122,211019.0,351172.0,center0
5123,212340.0,347369.0,center0
5124,207795.0,353972.0,center0
5125,212187.0,349821.0,center0
5126,211353.0,349029.0,center0
5127,210039.0,350099.0,center0
5128,215553.0,353917.0,center0
5129,212440.0,350617.0,center0
5130,209902.0,346414.0,center0
5131,212218.0,349338.0,center0
5132,212055.0,347669.0,center0
5133,215326.0,349677.0,center0
5134,205605.0,345623.0,center0
5135,212305.0,351350.0,center0
5136,210644.0,348980.0,center0
5137,207141.0,346933.0,center0
5138,204756.0,347647.0,center0
5139,207183.0,353716.0,center0
5140,209697.0,346209.0,center0
5141,211292.0,351658.0,center0
5142,212131.0,350745.0,center0
5143,208996.0,346144.0,center0
5144,209269.0,350053.0,center0
5145,212135.0,347302.0,center0
5146,212629.0,352893.0,center0
5147,213802.0,352115.0,center0
5148,203998.0,349032.0,center0
5149,206182.0,346506.0,center0
5150,210905.0,348455.0,center0
5151,213324.0,348765.0,center0
5152,207167.0,350804.0,center0
5153,209083.0,353829.0,center0
5154,208558.0,352243.0,center0
5155,209787.0,348578.0,center0
5156,208568.0,343932.0,center0
5157,212395.0,347924.0,center0
5158,205098.0,350619.0,center0
5159,216392.0,347300.0,center0
5160,205688.0,349553.0,center0
5161,213190.0,354952.0,center0
5162,213660.0,355480.0,center0
5163,209473.0,350501.0,center0
5164,210569.0,355625.0,center0
5165,208581.0,351651.0,center0
5166,212483.0,352479.0,center0
5167,211013.0,351853.0,center0
5168,210730.0,348522.0,center0
5169,212719.0,350889.0,center0
5170,209732.0,351602.0,center0
5171,213799.0,354110.0,center0
5172,209926.0,341902.0,center0
5173,212193.0,347532.0,center0
5174,210243.0,354387.0,center0
5175,211629.0,352214.0,center0
5176,210573.0,350743.0,center0
5177,211862.0,351830.0,center0
5178,208673.0,353590.0,center0
5179,213789.0,347405.0,center0
5180,208932.0,351187.0,center0
5181,211163.0,344198.0,center0
5182,206408.0,350056.0,center0
5183,214366.0,350739.0,center0
5184,212676.0,354232.0,center0
5185,209052.0,347593.0,center0
5186,207197.0,351436.0,center0
5187,208806.0,352888.0,center0
5188,211208.0,347897.0,center0
5189,211357.0,351116.0,center0
5190,212135.0,350367.0,center0
5191,208256.0,349279.0,center0
5192,210132.0,348445.0,center0
5193,209470.0,347863.0,center0
5194,208052.0,346130.0,center0
5195,212646.0,348807.0,center0
5196,211139.0,347188.0,center0
5197,208926.0,349747.0,center0
5198,208739.0,354798.0,center0
5199,209911.0,349059.0,center0
5200,207802.0,352837.0,center0
5201,207173.0,351253.0,center0
5202,209778.0,354227.0,center0
5203,208753.0,349855.0,center0
5204,209078.0,349595.0,center0
5205,211415.0,349665.0,center0
5206,215547.0,346724.0,center0
5207,207420.0,356137.0,center0
5208,215918.0,346102.0,center0
5209,210426.0,349652.0,center0
5210,207861.0,348633.0,center0
5211,212054.0,350437.0,center0
5212,211240.0,345621.0,center0
5213,208288.0,352278.0,center0
5214,210400.0,349904.0,center0
5215,205467.0,348826.0,center0
5216,201901.0,353664.0,center0
5217,210962.0,352219.0,center0
5218,206574.0,355065.0,center0
5219,212007.0,354337.0,center0
5220,211907.0,348469.0,center0
5221,213220.0,349517.0,center0
5222,212043.0,354129.0,center0
5223,212439.0,348931.0,center0
5224,209121.0,349676.0,center0
5225,217086.0,349296.0,center0
5226,210847.0,351398.0,center0
5227,211264.0,353510.0,center0
5228,214173.0,348501.0,center0
5229,206701.0,348091.0,center0
5230,219587.0,353960.0,center0
5231,206154.0,354996.0,center0
5232,214512.0,353448.0,center0
5233,214223.0,346103.0,center0
5234,207889.0,349574.0,center0
5235,203766.0,350366.0,center0
5236,207110.0,349940.0,center0
5237,210506.0,348386.0,center0
5238,211470.0,344622.0,center0
5239,210999.0,353897.0,center0
5240,208511.0,353191.0,center0
5241,209816.0,352257.0,center0
5242,215660.0,349377.0,center0
5243,211358.0,346000.0,center0
5244,209333.0,351769.0,center0
5245,210059.0,347296.0,center0
5246,213026.0,349548.0,center0
5247,208996.0,353832.0,center0
5248,212646.0,353290.0,center0
5249,207460.0,348710.0,center0
5250,207752.0,350928.0,center0
5251,207468.0,347661.0,center0
5252,204256.0,346958.0,center0
5253,214519.0,349829.0,center0
5254,213919.0,346343.0,center0
5255,207834.0,355725.0,center0
5256,211667.0,351752.0,center0
5257,214284.0,348030.0,center0
5258,207296.0,349708.0,center0
5259,206906.0,352713.0,center0
5260,208690.0,349322.0,center0
5261,213087.0,349586.0,center0
5262,210905.0,352538.0,center0
5263,209494.0,354595.0,center0
5264,213483.0,353082.0,center0
5265,206532.0,350081.0,center0
5266,206684.0,351338.0,center0
5267,210060.0,350079.0,center0
5268,211179.0,348707.0,center0
5269,210992.0,348027.0,center0
5270,207015.0,347231.0,center0
5271,208706.0,347206.0,center0
5272,209195.0,349954.0,center0
5273,210600.0,345062.0,center0
5274,210481.0,349645.0,center0
5275,210695.0,345308.0,center0
5276,207641.0,348920.0,center0
5277,211777.0,347282.0,center0
5278,213319.0,350791.0,center0
5279,209371.0,352999.0,center0
5280,208911.0,344605.0,center0
5281,211596.0,347804.0,center0
5282,207385.0,347382.0,center0
5283,215498.0,349100.0,center0
5284,207509.0,349141.0,center0
5285,210071.0,347084.0,center0
5286,207523.0,348946.0,center0
5287,208580.0,352983.0,center0
5288,209507.0,350404.0,center0
5289,213233.0,348753.0,center0
5290,208703.0,350831.0,center0
5291,209898.0,351701.0,center0
5292,209491.0,344359.0,center0
5293,213795.0,349829.0,center0
5294,203642.0,355615.0,center0
5295,211786.0,350359.0,center0
5296,210246.0,350575.0,center0
5297,205390.0,354499.0,center0
5298,210091.0,346218.0,center0
5299,209768.0,352661.0,center0
5300,209914.0,349024.0,center0
5301,211950.0,350975.0,center0
5302,210047.0,351901.0,center0
5303,212184.0,349565.0,center0
5304,215436.0,348542.0,center0
5305,212199.0,352240.0,center0
5306,209618.0,349575.0,center0
5307,207762.0,350118.0,center0
5308,215824.0,352459.0,center0
5309,208793.0,352715.0,center0
5310,213317.0,349551.0,center0
5311,212705.0,347208.0,center0
5312,212138.0,351555.0,center0
5313,211233.0,354247.0,center0
5314,208202.0,347869.0,center0
5315,212433.0,351815.0,center0
5316,209637.0,354414.0,center0
5317,210062.0,349777.0,center0
5318,209897.0,351030.0,center0
5319,208569.0,349510.0,center0
5320,206234.0,346714.0,center0
5321,208677.0,347348.0,center0
5322,213914.0,346519.0,center0
5323,216338.0,350105.0,center0
5324,209874.0,355660.0,center0
5325,212002.0,350936.0,center0
5326,211370.0,355260.0,center0
5327,204769.0,346651.0,center0
5328,210595.0,348488.0,center0
5329,207116.0,355169.0,center0
5330,204967.0,345221.0,center0
5331,207783.0,345676.0,center0
5332,215317.0,356814.0,center0
5333,210288.0,353127.0,center0
5334,206603.0,350400.0,center0
5335,212265.0,350427.0,center0
5336,211555.0,353666.0,center0
5337,209021.0,351948.0,center0
5338,211769.0,352543.0,center0
5339,209101.0,354429.0,center0
5340,205969.0,353643.0,center0
5341,206022.0,350356.0,center0
5342,209568.0,345711.0,center0
5343,206969.0,354009.0,center0
5344,208342.0,346683.0,center0
5345,210168.0,342172.0,center0
5346,210458.0,351242.0,center0
5347,205049.0,349974.0,center0
5348,210990.0,348248.0,center0
5349,209706.0,350440.0,center0
5350,212037.0,354562.0,center0
5351,212705.0,351356.0,center0
5352,205836.0,348679.0,center0
5353,212007.0,350530.0,center0
5354,210498.0,344830.0,center0
5355,214114.0,345727.0,center0
5356,210596.0,346696.0,center0
5357,207664.0,346166.0,center0
5358,203529.0,356299.0,center0
5359,206778.0,351474.0,center0
5360,206180.0,352727.0,center0
5361,210489.0,349139.0,center0
5362,205741.0,347271.0,center0
5363,205576.0,352066.0,center0
5364,210449.0,351333.0,center0
5365,216027.0,349268.0,center0
5366,207256.0,344085.0,center0
5367,204952.0,356066.0,center0
5368,202663.0,355623.0,center0
5369,207199.0,346352.0,center0
5370,211711.0,354097.0,center0
5371,209453.0,349018.0,center0
5372,210069.0,348058.0,center0
5373,212144.0,346947.0,center0
5374,214630.0,349024.0,center0
5375,203904.0,349914.0,center0
5376,208637.0,345349.0,center0
5377,207690.0,350130.0,center0
5378,207850.0,344951.0,center0
5379,201861.0,348646.0,center0
5380,205870.0,346575.0,center0
5381,213798.0,354329.0,center0
5382,212173.0,348007.0,center0
5383,210288.0,349320.0,center0
5384,212256.0,351571.0,center0
5385,205660.0,348913.0,center0
5386,209507.0,348134.0,center0
5387,208822.0,344326.0,center0
5388,212370.0,348997.0,center0
5389,214685.0,354059.0,center0
5390,207236.0,351041.0,center0
5391,213432.0,346695.0,center0
5392,210178.0,353025.0,center0
5393,214045.0,349969.0,center0
5394,213116.0,352639.0,center0
5395,207050.0,350183.0,center0
5396,216056.0,343306.0,center0
5397,205449.0,346190.0,center0
5398,210679.0,355092.0,center0
5399,215002.0,349902.0,center0
5400,205241.0,347599.0,center0
5401,208943.0,350752.0,center0
5402,208776.0,351685.0,center0
5403,210506.0,347763.0,center0
5404,211844.0,351147.0,center0
5405,209100.0,345922.0,center0
5406,211387.0,347989.0,center0
5407,216878.0,348719.0,center0
5408,214916.0,351085.0,center0
5409,215473.0,356578.0,center0
5410,211730.0,352050.0,center0
5411,207818.0,346914.0,center0
5412,211173.0,344836.0,center0
5413,212147.0,347749.0,center0
5414,213269.0,355028.0,center0
5415,212397.0,351881.0,center0
5416,208099.0,346388.0,center0
5417,205916.0,353785.0,center0
5418,205696.0,346909.0,center0
5419,208268.0,349712.0,center0
5420,211602.0,347952.0,center0
5421,214894.0,350449.0,center0
5422,209701.0,347813.0,center0
5423,212920.0,347956.0,center0
5424,206126.0,347276.0,center0
5425,214233.0,356824.0,center0
5426,210243.0,343713.0,center0
5427,213931.0,353612.0,center0
5428,212015.0,348744.0,center0
5429,207957.0,351530.0,center0
5430,206921.0,352947.0,center0
5431,202701.0,344655.0,center0
5432,209637.0,352294.0,center0
5433,209528.0,349151.0,center0
5434,208750.0,346632.0,center0
5435,212892.0,350189.0,center0
5436,209961.0,349707.0,center0
5437,212179.0,351187.0,center0
5438,212406.0,351511.0,center0
5439,210857.0,349125.0,center0
5440,207199.0,352075.0,center0
5441,211815.0,351150.0,center0
5442,208653.0,353874.0,center0
5443,205415.0,354021.0,center0
5444,213080.0,348764.0,center0
5445,217735.0,349903.0,center0
5446,207474.0,353114.0,center0
5447,210051.0,356384.0,center0
5448,213897.0,354472.0,center0
5449,203259.0,349323.0,center0
5450,203916.0,350058.0,center0
5451,209220.0,354986.0,center0
5452,213313.0,346799.0,center0
5453,220713.0,350297.0,center0
5454,220158.0,348524.0,center0
5455,213215.0,354717.0,center0
5456,212027.0,346268.0,center0
5457,208190.0,348179.0,center0
5458,204364.0,349627.0,center0
5459,209691.0,351008.0,center0
5460,210564.0,348807.0,center0
5461,210309.0,346833.0,center0
5462,215240.0,349482.0,center0
5463,210352.0,349010.0,center0
5464,215065.0,346778.0,center0
5465,212435.0,346033.0,center0
5466,212554.0,350897.0,center0
5467,205557.0,351741.0,center0
5468,212511.0,351930.0,center0
5469,212077.0,350207.0,center0
5470,207790.0,347808.0,center0
5471,211210.0,344902.0,center0
5472,211435.0,346968.0,center0
5473,211744.0,348220.0,center0
5474,212286.0,349292.0,center0
5475,213699.0,351135.0,center0
5476,210255.0,350720.0,center0
5477,211717.0,352747.0,center0
5478,210034.0,351075.0,center0
5479,213118.0,345903.0,center0
5480,208111.0,352255.0,center0
5481,213330.0,346922.0,center0
5482,206157.0,348097.0,center0
5483,212797.0,347922.0,center0
5484,209562.0,351901.0,center0
5485,210976.0,344500.0,center0
5486,208917.0,351701.0,center0
5487,209599.0,347554.0,center0
5488,211001.0,347302.0,center0
5489,212745.0,345972.0,center0
5490,212800.0,347544.0,center0
5491,211113.0,346108.0,center0
5492,213967.0,347411.0,center0
5493,211183.0,353679.0,center0
5494,213858.0,349645.0,center0
5495,216001.0,347116.0,center0
5496,206272.0,353200.0,center0
5497,206433.0,351408.0,center0
5498,213950.0,351450.0,center0
5499,209521.0,348090.0,center0
5500,211509.0,352122.0,center0
5501,214949.0,348315.0,center0
5502,207980.0,347181.0,center0
5503,206924.0,347641.0,center0
5504,210286.0,348455.0,center0
5505,210596.0,351578.0,center0
5506,211653.0,352872.0,center0
5507,211596.0,343736.0,center0
5508,205492.0,347966.0,center0
5509,209357.0,345260.0,center0
5510,209239.0,353586.0,center0
5511,202591.0,354189.0,center0
5512,205841.0,347416.0,center0
5513,212441.0,352860.0,center0
5514,206520.0,351279.0,center0
5515,210768.0,351193.0,center0
5516,204437.0,352241.0,center0
5517,210932.0,352359.0,center0
5518,212788.0,350927.0,center0
5519,213611.0,347969.0,center0
5520,208624.0,354546.0,center0
5521,206900.0,346464.0,center0
5522,212480.0,349914.0,center0
5523,209858.0,348843.0,center0
5524,210182.0,353134.0,center0
5525,213886.0,354096.0,center0
5526,215775.0,354629.0,center0
5527,207233.0,354136.0,center0
5528,208453.0,345369.0,center0
5529,210268.0,351161.0,center0
5530,212123.0,350240.0,center0
5531,214244.0,348438.0,center0
5532,211795.0,350752.0,center0
5533,208645.0,348871.0,center0
5534,213170.0,346416.0,center0
5535,211839.0,347646.0,center0
5536,209488.0,346907.0,center0
5537,211878.0,347354.0,center0
5538,210638.0,349641.0,center0
5539,215766.0,351196.0,center0
5540,209207.0,346824.0,center0
5541,214007.0,345511.0,center0
5542,213752.0,347050.0,center0
5543,208314.0,351736.0,center0
5544,212151.0,352926.0,center0
5545,212841.0,345799.0,center0
5546,215178.0,351612.0,center0
5547,205900.0,348155.0,center0
5548,207451.0,346800.0,center0
5549,210509.0,350931.0,center0
5550,202517.0,344865.0,center0
5551,205173.0,345169.0,center0
5552,204282.0,348211.0,center0
5553,212213.0,342906.0,center0
5554,208007.0,347230.0,center0
5555,219493.0,346711.0,center0
5556,212566.0,344625.0,center0
5557,212576.0,347447.0,center0
5558,209494.0,350056.0,center0
5559,209011.0,348886.0,center0
5560,212577.0,357150.0,center0
5561,213731.0,349808.0,center0
5562,214615.0,347639.0,center0
5563,214349.0,352639.0,center0
5564,213455.0,352267.0,center0
5565,209922.0,346996.0,center0
5566,209917.0,349596.0,center0
5567,207220.0,345997.0,center0
5568,209575.0,348759.0,center0
5569,211241.0,349085.0,center0
5570,205600.0,356155.0,center0
5571,208709.0,351981.0,center0
5572,208711.0,346127.0,center0
5573,210296.0,345457.0,center0
5574,208966.0,347622.0,center0
5575,208978.0,350955.0,center0
5576,205861.0,355457.0,center0
5577,206336.0,347676.0,center0
5578,205906.0,349023.0,center0
5579,210975.0,345080.0,center0
5580,211367.0,353915.0,center0
5581,204077.0,351250.0,center0
5582,206447.0,352398.0,center0
5583,208832.0,352177.0,center0
5584,211718.0,343592.0,center0
5585,210661.0,353585.0,center0
5586,212721.0,350053.0,center0
5587,205722.0,347625.0,center0
5588,207925.0,348333.0,center0
5589,205728.0,352986.0,center0
5590,210283.0,356008.0,center0
5591,207424.0,352931.0,center0
5592,212411.0,355933.0,center0
5593,204658.0,347749.0,center0
5594,210255.0,345214.0,center0
5595,203162.0,348073.0,center0
5596,207125.0,346303.0,center0
5597,209751.0,346477.0,center0
5598,211259.0,348931.0,center0
5599,211050.0,345378.0,center0
5600,204441.0,346583.0,center0
5601,211494.0,349791.0,center0
5602,212528.0,350596.0,center0
5603,207475.0,347246.0,center0
5604,213213.0,349475.0,center0
5605,208222.0,349719.0,center0
5606,207319.0,348594.0,center0
5607,210591.0,352259.0,center0
5608,212077.0,347347.0,center0
5609,211462.0,351571.0,center0
5610,210942.0,354818.0,center0
5611,211871.0,355439.0,center0
5612,209018.0,348250.0,center0
5613,212170.0,351791.0,center0
5614,211968.0,347113.0,center0
5615,205066.0,350981.0,center0
5616,208169.0,344556.0,center0
5617,212985.0,344870.0,center0
5618,208857.0,346989.0,center0
5619,208052.0,344032.0,center0
5620,209188.0,351493.0,center0
5621,212936.0,350516.0,center0
5622,206027.0,352712.0,center0
5623,212469.0,351213.0,center0
5624,212530.0,352299.0,center0
5625,211612.0,347056.0,center0
5626,207941.0,352523.0,center0
5627,206430.0,349556.0,center0
5628,212879.0,348218.0,center0
5629,211297.0,353711.0,center0
5630,210386.0,352385.0,center0
5631,210572.0,349467.0,center0
5632,211290.0,350999.0,center0
5633,211157.0,348932.0,center0
5634,213786.0,347714.0,center0
5635,212096.0,350869.0,center0
5636,210277.0,349174.0,center0
5637,213096.0,349083.0,center0
5638,215998.0,351739.0,center0
5639,210797.0,348579.0,center0
5640,213126.0,349284.0,center0
5641,206550.0,354899.0,center0
5642,213634.0,343215.0,center0
5643,208205.0,347410.0,center0
5644,208934.0,345897.0,center0
5645,212163.0,356625.0,center0
5646,208712.0,349064.0,center0
5647,203107.0,354464.0,center0
5648,203722.0,349934.0,center0
5649,205620.0,349756.0,center0
5650,211727.0,346468.0,center0
5651,208425.0,346465.0,center0
5652,208949.0,349672.0,center0
5653,206599.0,347699.0,center0
5654,215940.0,357099.0,center0
5655,209235.0,346328.0,center0
5656,207449.0,354123.0,center0
5657,210817.0,351418.0,center0
5658,205030.0,348431.0,center0
5659,208349.0,346580.0,center0
5660,210313.0,347678.0,center0
5661,216608.0,348526.0,center0
5662,210945.0,345847.0,center0
5663,210991.0,354897.0,center0
5664,212462.0,347683.0,center0
5665,213288.0,346499.0,center0
5666,208307.0,349884.0,center0
5667,211129.0,350176.0,center0
5668,204641.0,345111.0,center0
5669,211501.0,348657.0,center0
5670,206420.0,350407.0,center0
5671,209488.0,353997.0,center0
5672,210652.0,348961.0,center0
5673,207326.0,352633.0,center0
5674,214037.0,345310.0,center0
5675,208370.0,348559.0,center0
5676,208002.0,350341.0,center0
5677,212145.0,342605.0,center0
5678,214170.0,351124.0,center0
5679,210561.0,348094.0,center0
5680,206671.0,346169.0,center0
5681,213295.0,354027.0,center0
5682,207615.0,350688.0,center0
5683,203595.0,346989.0,center0
5684,206857.0,348527.0,center0
5685,214875.0,345952.0,center0
5686,216513.0,347338.0,center0
5687,210682.0,354365.0,center0
5688,210292.0,356340.0,center0
5689,204371.0,351825.0,center0
5690,204319.0,347113.0,center0
5691,212372.0,351318.0,center0
5692,209210.0,348214.0,center0
5693,207532.0,347535.0,center0
5694,208349.0,352945.0,center0
5695,208505.0,356123.0,center0
5696,209608.0,350828.0,center0
5697,206544.0,352747.0,center0
5698,210661.0,347876.0,center0
5699,210880.0,349245.0,center0
5700,212610.0,349195.0,center0
5701,208412.0,354014.0,center0
5702,215024.0,349094.0,center0
5703,208952.0,349969.0,center0
5704,211698.0,352071.0,center0
5705,208554.0,348502.0,center0
5706,215399.0,347620.0,center0
5707,208492.0,349155.0,center0
5708,212935.0,348036.0,center0
5709,208873.0,348177.0,center0
5710,212988.0,353050.0,center0
5711,213451.0,349994.0,center0
5712,209495.0,352533.0,center0
5713,208944.0,345609.0,center0
5714,208223.0,349516.0,center0
5715,209397.0,346028.0,center0
5716,208632.0,349822.0,center0
5717,204054.0,345711.0,center0
5718,209142.0,350926.0,center0
5719,210921.0,352704.0,center0
5720,207620.0,348418.0,center0
5721,207963.0,350315.0,center0
5722,208081.0,352506.0,center0
5723,209874.0,352049.0,center0
5724,207412.0,349887.0,center0
5725,206063.0,344397.0,center0
5726,214880.0,349076.0,center0
5727,208237.0,343559.0,center0
5728,211713.0,348991.0,center0
5729,206294.0,352404.0,center0
5730,216250.0,352115.0,center0
5731,210029.0,357638.0,center0
5732,213684.0,349761.0,center0
5733,212439.0,352470.0,center0
5734,209974.0,350339.0,center0
5735,210995.0,347150.0,center0
5736,208033.0,349902.0,center0
5737,210357.0,348242.0,center0
5738,212706.0,347369.0,center0
5739,208307.0,347934.0,center0
5740,208198.0,349189.0,center0
5741,209352.0,358253.0,center0
5742,212405.0,348576.0,center0
5743,206885.0,347512.0,center0
5744,206676.0,347391.0,center0
5745,209080.0,349904.0,center0
5746,209162.0,353527.0,center0
5747,212182.0,346566.0,center0
5748,213407.0,342617.0,center0
5749,206627.0,349393.0,center0
5750,203977.0,352533.0,center0
5751,205033.0,341906.0,center0
5752,206211.0,352046.0,center0
5753,205923.0,353527.0,center0
5754,209723.0,350521.0,center0
5755,208695.0,343704.0,center0
5756,215076.0,350571.0,center0
5757,212334.0,352009.0,center0
5758,209918.0,352609.0,center0
5759,206083.0,351839.0,center0
5760,210496.0,352357.0,center0
5761,211095.0,353651.0,center0
5762,211406.0,346370.0,center0
5763,208837.0,353139.0,center0
5764,206833.0,344155.0,center0
5765,214958.0,350664.0,center0
5766,208262.0,350855.0,center0
5767,210137.0,353461.0,center0
5768,212193.0,347141.0,center0
5769,210083.0,350581.0,center0
5770,207573.0,353958.0,center0
5771,215172.0,351756.0,center0
5772,201188.0,351496.0,center0
5773,211488.0,350049.0,center0
5774,214762.0,348603.0,center0
5775,209577.0,353126.0,center0
5776,209642.0,351870.0,center0
5777,208047.0,353229.0,center0
5778,217690.0,349341.0,center0
5779,215130.0,350685.0,center0
